place_id,lat,lon,name,rating,intl_phone_nr,review_count,busstop_id,price_level,opening_hours,website,photo_reference,types,full_busstop_id
ChIJc90NrzeNGGAReKEmGMhzgpU,35.7123633,139.6993361,Japsel Contemporary,,+81 50-5317-4180,,Otakibashi,,"[u'Monday: Closed', u'Tuesday: Closed', u'Wednesday: Closed', u'Thursday: Closed', u'Friday: Closed', u'Saturday: 12:00 \u2013 4:00 PM', u'Sunday: Closed']",http://www.japselc.com/,CmRaAAAARxLTLh0E1gPQfJdASi4m0BZHkzT9UMk5BAKz8XzSgsoIEOxI4XKBaRMXvKLfqo9iTN1ylk8NfFh18cUG-qzfVeVidChNVJUmxAOivEGFjf5zUP4JyRMvgdcaAHX_pwldEhB6uP-fqbfvK4hi7JxxN_nuGhSaFv9lTiFR7WBXY9-ijA5YmQjMVA,"[u'art_gallery', u'point_of_interest', u'establishment']",Toei.Otakibashi.282.1
ChIJdYcFoDmNGGARACtF_gvb8OI,35.7126769,139.7038735,Starbucks,3.6,+81 3-5291-2931,5,Otakibashi,1,"[u'Monday: 6:00 AM \u2013 11:00 PM', u'Tuesday: 6:00 AM \u2013 11:00 PM', u'Wednesday: 6:00 AM \u2013 11:00 PM', u'Thursday: 6:00 AM \u2013 11:00 PM', u'Friday: 6:00 AM \u2013 11:00 PM', u'Saturday: 6:00 AM \u2013 11:00 PM', u'Sunday: 6:00 AM \u2013 11:00 PM']",http://www.starbucks.co.jp/store/search/detail.php?id=66,CmRaAAAAYxR_rFi-8CFzgmv1GTu7SNjwtjnQb_Ncb9z7X8I2MXMrUdYAZ3SpaFoUVfELXvUmONj5bHy78TpamlmNODlfy_vhe0PTtSe3bBq7PuXqHLi-dA8q3jnPiu8nysMFgFW6EhCht_RaTGl_8JiWqyMWgxlVGhQf_SjQ6O4t94V5OgEtmcL6014h3Q,"[u'cafe', u'store', u'food', u'point_of_interest', u'establishment']",Toei.Otakibashi.282.1
ChIJNzH1gCOJGGARS-mDi0fIRTc,35.6882378,139.8062803,海鮮屋台 おくまん 菊川店,3.7,+81 3-3635-6002,5,Ougibashiicchoume,2,"[u'Monday: 5:00 PM \u2013 3:00 AM', u'Tuesday: 5:00 PM \u2013 3:00 AM', u'Wednesday: 5:00 PM \u2013 3:00 AM', u'Thursday: 5:00 PM \u2013 3:00 AM', u'Friday: 5:00 PM \u2013 3:00 AM', u'Saturday: 5:00 PM \u2013 3:00 AM', u'Sunday: 5:00 PM \u2013 3:00 AM']",,CmRaAAAAotk_EWWjoF3g3oNw-P2hAsJBr4KhL1wVPR8mPrGHxntYFBB-aN53442ZxNB1TKjXxg3pmkQz35NNdIpJYqUnPRnaUom_o2Hdc-nrZMUoppuFhLQdDUwAbse9Y8Yrbe74EhCSYRM_IPwr-oxunrXFlHEUGhRV2H5wZc4E8hGi_F1GVC3uylveGw,"[u'restaurant', u'food', u'point_of_interest', u'establishment']",Toei.Ougibashiicchoume.191.1
ChIJQ_GbdBiJGGARNlXGmpsbS_A,35.6829134,139.8049388,Hikidashi,3.5,+81 3-6458-8680,5,Ougibashiicchoume,2,"[u'Monday: 11:30 AM \u2013 10:00 PM', u'Tuesday: 11:30 AM \u2013 10:00 PM', u'Wednesday: 11:30 AM \u2013 10:00 PM', u'Thursday: 11:30 AM \u2013 10:00 PM', u'Friday: 11:30 AM \u2013 10:00 PM', u'Saturday: 11:30 AM \u2013 10:00 PM', u'Sunday: 11:30 AM \u2013 10:00 PM']",,CmRaAAAAIFqUWV95rqrx7Z2LByRB8ZOu4u96u_LqulCzNertJnw6DCxeZzLL9pbSG0IiYz6kqhBzaIRUhmF_vCOJ_FguJ_zxPXsJRvY67bB19gDpJCZK1tMSUqZqGhENieIOs9UBEhCaHz_hMOjwxE7TZlaMvmq7GhTdUQvO9dYlikLqL-zgA7VF7Raufg,"[u'cafe', u'restaurant', u'food', u'point_of_interest', u'establishment']",Toei.Ougibashiicchoume.191.1
ChIJM1OUJyeJGGARe-WYEBoSNGQ,35.6909763,139.8112992,Arai Associates,5,+81 50-3744-6404,1,Ougibashiicchoume,,,http://araiassociates.com/,CmRaAAAA2QTYmQY4kxCPTk9Pd3tSfdPa5g6Q-wUZlVEqXF_NfCJg4UxTN46ifaqKejSCg_LtgJQtjk-w8ZT5QFktpnV_7OIZJTGMSEYfZYZKEwVzd5eH0xjpY0BU38hOQqQHZxnXEhAqpAAAg9ix9Mj7SaJ0T4SgGhRAD2bJ2DpmzMMjSzh1XNLx8LGQEQ,"[u'art_gallery', u'point_of_interest', u'establishment']",Toei.Ougibashiicchoume.191.1
ChIJWyOh3jyJGGARUzAAE0r9yoc,35.6847907,139.8025338,Takamori Park,4.4,,5,Ougibashiicchoume,,"[u'Monday: Open 24 hours', u'Tuesday: Open 24 hours', u'Wednesday: Open 24 hours', u'Thursday: Open 24 hours', u'Friday: Open 24 hours', u'Saturday: Open 24 hours', u'Sunday: Open 24 hours']",,CmRaAAAAlF7vxg4NWQ7VkrMPuvnXYPT3g2RDFXAJpSju0vv-uq73A4pPgBRk1cA0Dl64yn8E8ra0SLGGc3pOwQ5KQ19T9fqd1yzeOoLGKxn84_N_AWGpCIVqj0uzXTs_mulN56bWEhBHe4MpxMsNYtpZslHwh80KGhRoqldC3tWYQQ_iJn5SZT9gz7Rhgw,"[u'park', u'point_of_interest', u'establishment']",Toei.Ougibashiicchoume.191.1
ChIJ_1XIxxeJGGARdp5VW90bKNo,35.680868,139.801708,無人島プロダクション,4.6,+81 3-6458-8225,5,Ougibashiicchoume,,"[u'Monday: 12:00 \u2013 8:00 PM', u'Tuesday: 12:00 \u2013 8:00 PM', u'Wednesday: 12:00 \u2013 8:00 PM', u'Thursday: 12:00 \u2013 8:00 PM', u'Friday: 12:00 \u2013 8:00 PM', u'Saturday: 12:00 \u2013 8:00 PM', u'Sunday: Closed']",http://mujin-to.com/,CmRaAAAAq9aGXmJFXVWpyKJaCMz1Y5n_NeoFmTLAS8Lh2q-s99KEzTxA-khF5kKKJNTC7ceMr4BQ6xILHN38AafzMuignUOD4S8ojTJy6wMeV-gORyATzwCVPl2uklZs2wiCX1MjEhBqsjTOh8c_RFv188joUIbOGhRawlA9eLityobQWri8UnsHzizBmw,"[u'art_gallery', u'point_of_interest', u'establishment']",Toei.Ougibashiicchoume.191.1
ChIJE-QrTSSJGGARp6Na08QeLcc,35.6908375,139.8068968,Sashimono Museum,4,,2,Ougibashiicchoume,,,,CmRaAAAAOttAbppqaz7owxxamkHQA0J1QQO8xmG6H-YviggI1196_APlOmmDr83Y5c0wsifN9GRw-oBBEQ1n3JcJrl3f54l_ExtrzH4u-vCizHYD7X9DGQqPehXwzszrlnDKRFwHEhBcHH9khnG0dWBf1yYKCY8sGhTasmHpDDO8N-lWYg6ns0qCIQh91w,"[u'museum', u'point_of_interest', u'establishment']",Toei.Ougibashiicchoume.191.1
ChIJbZsftxmJGGARupJAdydpRjQ,35.6803788,139.8048752,中華料理 大勝軒,,+81 3-3643-9432,,Ougibashiicchoume,,"[u'Monday: 11:00 AM \u2013 8:00 PM', u'Tuesday: Closed', u'Wednesday: 11:00 AM \u2013 8:00 PM', u'Thursday: 11:00 AM \u2013 8:00 PM', u'Friday: 11:00 AM \u2013 8:00 PM', u'Saturday: 11:00 AM \u2013 8:00 PM', u'Sunday: 11:00 AM \u2013 8:00 PM']",,,"[u'restaurant', u'food', u'point_of_interest', u'establishment']",Toei.Ougibashiicchoume.191.1
ChIJl1pjDhqSGGARBCGQbow0XvY,35.7711725,139.7631493,ざまさんち coffee and homemade sweets,4,+81 80-1307-2244,1,Ouginichoume,,"[u'Monday: Closed', u'Tuesday: Closed', u'Wednesday: Closed', u'Thursday: Closed', u'Friday: Closed', u'Saturday: Closed', u'Sunday: 12:00 \u2013 6:00 PM']",,CmRaAAAARBp_wQKart7FOkLlfp_9SJSFDGwiCvCYwnINknMGLnTnr_5SV_At1TttW8U2AZw2U00MzwVBeqMlBeFY_7Mm5NnRRxNpKpJn0xOQZxeGtFWK6k_0NSmtWFxpPXMUhe5fEhB92PLtKQiCxpS9PiMlB1jjGhQ2dug0AXRZstKp6s1jJgIdRs1ebw,"[u'cafe', u'food', u'point_of_interest', u'establishment']",Toei.Ouginichoume.194.1
ChIJnxBAeAOSGGARJB0oa0sVnPM,35.7672628,139.7683195,高野三号緑地児童遊園,4,,1,Ouginichoume,,,,,"[u'park', u'point_of_interest', u'establishment']",Toei.Ouginichoume.194.1
ChIJR1CiLQKSGGAR21wcNeQxdpc,35.7662566,139.7705184,Jolly Pasta,3.5,+81 3-5837-3357,5,Ouginichoume,2,"[u'Monday: 11:00 AM \u2013 12:00 AM', u'Tuesday: 11:00 AM \u2013 12:00 AM', u'Wednesday: 11:00 AM \u2013 12:00 AM', u'Thursday: 11:00 AM \u2013 12:00 AM', u'Friday: 11:00 AM \u2013 12:00 AM', u'Saturday: 11:00 AM \u2013 12:00 AM', u'Sunday: 11:00 AM \u2013 12:00 AM']",http://maps.jolly-pasta.co.jp/p/zen001/dtl/ID0510001/,CmRaAAAAfUZfm2MdxQg0U0mn0BXRaJouV8oVfj8RXy-5xDcOopd-NqAzel-kZ0xMpnnFC6i_IPNnLRuDEqHPodrrmU2znTylcQqmlGUBH_e2a4pTNsYLWSFyrpEf0ljjoiR5ULniEhA5HguI_aJFtHLt6W9yQhijGhRCZwATJGCj0HBni8ZH7ua4OjNxvg,"[u'restaurant', u'food', u'point_of_interest', u'establishment']",Toei.Ouginichoume.194.1
ChIJT8XXV_mRGGARKw0-74EE3xM,35.769259,139.777984,トポスの会ウィズユー,4,+81 3-5837-4830,5,Ouginichoume,,"[u'Monday: 10:00 AM \u2013 4:30 PM', u'Tuesday: 10:00 AM \u2013 4:30 PM', u'Wednesday: 10:00 AM \u2013 4:30 PM', u'Thursday: 10:00 AM \u2013 4:30 PM', u'Friday: 10:00 AM \u2013 4:30 PM', u'Saturday: Closed', u'Sunday: Closed']",http://withyou.business.site/,CmRaAAAASpOvfIVJDk4wnxzKQfqQroAJwmpI7Ib9y1MFUNFHvdDnFs9uLwFzAJWhaBMCCsqwIWa9ee9-dy5kUxkZuFLipoHlfgZd9ZjADl6NKCzLeVgBoGqz-vsPFEhZMnf9fiSiEhAAnmQphG44ToZ66JBY8Xj_GhRd3M6gTr1fS-T-aPrQ2ncF7SF8bA,"[u'bakery', u'cafe', u'store', u'food', u'point_of_interest', u'establishment']",Toei.Ouginichoume.194.1
ChIJS_L5WxySGGARPUHCEDnSRQ8,35.7725197,139.7693793,池袋駅東口行きバス停 江北四丁目,,,,Ouginichoume,,,,,"[u'shopping_mall', u'point_of_interest', u'establishment']",Toei.Ouginichoume.194.1
ChIJZVercQGSGGARaBctcXhen_E,35.7647902,139.7699413,ゆずごしょうつけ麺,3.1,+81 90-4010-5356,5,Ouginichoume,,"[u'Monday: Closed', u'Tuesday: Closed', u'Wednesday: Closed', u'Thursday: Closed', u'Friday: 12:00 \u2013 1:00 PM', u'Saturday: 12:00 \u2013 1:00 PM', u'Sunday: 12:00 \u2013 1:00 PM']",,CmRaAAAAmxRL5KMk2pCAynk2cinL6wumXbimMZK4pggsQSTtKPXR4owvELNZnjLrI_NMYU22uLNfjUKfK9KLZ7p4RfJ-1QBSw7wjCebiyI_y2kPOVXobPlziEE-9P7sxaUkzJ4LFEhDxlYlYQ8U_A5zDpE97rQB0GhTcUhwRJH4G1LW1dpQ5v0WtaoQoGw,"[u'restaurant', u'food', u'point_of_interest', u'establishment']",Toei.Ouginichoume.194.1
ChIJ0SLRvwOSGGAR07i54FGJloo,35.7664603,139.7690662,Kitamiyagicho Park,2.7,,5,Ouginichoume,,"[u'Monday: Open 24 hours', u'Tuesday: Open 24 hours', u'Wednesday: Open 24 hours', u'Thursday: Open 24 hours', u'Friday: Open 24 hours', u'Saturday: Open 24 hours', u'Sunday: Open 24 hours']",,CmRaAAAARSXeoYopKgXlZOofMQLHJNA-IRpl9poIBM64mAg852PxU8nTQxIcCZqa1AVmN8-__GbCiQa5qt1-YPhN9xnDUTagX5cqKfqJHqXjPgzt422T-VoWj7ayJ6GWUZGBRFRWEhA9uDIsCcFu3MzSsfexPm0SGhTCT4spaG4SBKl0Q8bYB0Tyq3fDeA,"[u'park', u'point_of_interest', u'establishment']",Toei.Ouginichoume.194.1
ChIJ4RVsSRuSGGAR87aJD32dbDE,35.7691766,139.7667008,K?hoku Fureai Park,2.9,+81 3-3880-5918,5,Ouginichoume,,"[u'Monday: Open 24 hours', u'Tuesday: Open 24 hours', u'Wednesday: Open 24 hours', u'Thursday: Open 24 hours', u'Friday: Open 24 hours', u'Saturday: Open 24 hours', u'Sunday: Open 24 hours']",http://www.city.adachi.tokyo.jp/koen/koenichiran_ka.html,CmRaAAAA1O47wuTdx_u2X_KxC3eyNMHiyBIX9nxtxy5lEmr8viI50P7EwtT3Ew15oVncr84AdNffk5L1hRCEdZg54pw_YLn7raH86kygZwarGJ7yHg97xagXvWjAhVgsKoC1FsiTEhDIQn-9mfPy8n5KCIDXJ43NGhQ9U45FWSXDflNprmK8xJxnfOzbew,"[u'park', u'point_of_interest', u'establishment']",Toei.Ouginichoume.194.1
ChIJ3_ylcxuSGGARHapyChlLLPA,35.770714,139.766671,Donguri,,+81 3-3856-0489,,Ouginichoume,,,,,"[u'cafe', u'food', u'point_of_interest', u'establishment']",Toei.Ouginichoume.194.1
ChIJ1zsfKwOSGGARNVkHf9vYaOY,35.7701367,139.7701432,Hanaya Yohei,3.2,+81 3-5647-0878,5,Ouginichoume,2,"[u'Monday: 10:30 AM \u2013 12:30 AM', u'Tuesday: 10:30 AM \u2013 12:30 AM', u'Wednesday: 10:30 AM \u2013 12:30 AM', u'Thursday: 10:30 AM \u2013 12:30 AM', u'Friday: 10:30 AM \u2013 12:30 AM', u'Saturday: 10:30 AM \u2013 12:30 AM', u'Sunday: 10:30 AM \u2013 12:30 AM']",http://maps.hanayayohei.co.jp/p/zen034/dtl/ID0600103/,CmRaAAAA8avuuqF8dSf2JwpFaVBSYki22KyUhopUifhd2kp4gTNNkhpEJNrTBWDedo0VV6xXeLufQ822VW5e1WKhUIJc0ZyFZ4FEM0BYmt7Ji1DRQ7IWZQL8unTJS5oTLMkDjiY3EhC_H6_QVCBzTILJ6dZ3vo6AGhSSyJ-XC6iqIPK4gy2aq9kkgGJbkw,"[u'restaurant', u'food', u'point_of_interest', u'establishment']",Toei.Ouginichoume.194.1
ChIJ5U1cqv2RGGARmg_PP5LUoQk,35.7673013,139.7804535,Ramen Yotsume,4.3,+81 3-5856-9420,5,Ouginichoume,1,"[u'Monday: 11:30 AM \u2013 2:30 PM, 6:00 \u2013 11:00 PM', u'Tuesday: 11:30 AM \u2013 2:30 PM, 6:00 \u2013 11:00 PM', u'Wednesday: 11:30 AM \u2013 2:30 PM, 6:00 \u2013 11:00 PM', u'Thursday: 11:30 AM \u2013 2:30 PM, 6:00 \u2013 11:00 PM', u'Friday: 11:30 AM \u2013 2:30 PM, 6:00 \u2013 11:00 PM', u'Saturday: 11:30 AM \u2013 2:30 PM, 6:00 \u2013 11:00 PM', u'Sunday: Closed']",,CmRaAAAAGR9ZgboYrLwt806rMOyfCCY7dMUAzKQSQfohj0YbifWJX-owROaR8z0b4Gm3WNvc4JRnzF-D_cCM9oacotzPXEp2FLg5O862ysLUkBcMUyrLC2PC8Oqs35eFQU5J2Y9vEhAYMtTc6kB12N3lJDh0WUwgGhTaV55LQ6aahLGuB4xpxSwH7nV6mw,"[u'restaurant', u'food', u'point_of_interest', u'establishment']",Toei.Ouginichoume.194.1
ChIJfcvbcfyRGGAR7P1zFRDVwKQ,35.7689066,139.7796952,河,,+81 3-3890-9480,,Ouginichoume,,,,,"[u'cafe', u'food', u'point_of_interest', u'establishment']",Toei.Ouginichoume.194.1
ChIJCSQrA_mRGGARLxbyT_3DpRA,35.7695409,139.7756031,興野西庚申塔,2.5,,2,Ouginichoume,,"[u'Monday: Open 24 hours', u'Tuesday: Open 24 hours', u'Wednesday: Open 24 hours', u'Thursday: Open 24 hours', u'Friday: Open 24 hours', u'Saturday: Open 24 hours', u'Sunday: Open 24 hours']",,CmRaAAAASn7qkmJ-WyfsXCchfRuAeszm8tC0-srqvXIDILGlj9S5D6DlwCgYXAfXTxmElhCl9WFf3nB8E3xgb3QLQ3jTcU6iUCrgwar4FTE8_wLZNXk0mbZZ1zX2UVZRj6sAOJOzEhBYc0SIoswK7t6LcPdeyK8MGhS_SVuKQi2lk18DeJkLScj8kza2QQ,"[u'museum', u'point_of_interest', u'establishment']",Toei.Ouginichoume.194.1
ChIJfXXZJwOSGGARMcbC2j6y0PE,35.7696627,139.7702196,McDonald's,3.1,+81 3-5837-0827,5,Ouginichoume,1,"[u'Monday: 6:00 AM \u2013 1:00 AM', u'Tuesday: 6:00 AM \u2013 1:00 AM', u'Wednesday: 6:00 AM \u2013 1:00 AM', u'Thursday: 6:00 AM \u2013 1:00 AM', u'Friday: 6:00 AM \u2013 1:00 AM', u'Saturday: 6:00 AM \u2013 1:00 AM', u'Sunday: 6:00 AM \u2013 1:00 AM']",https://map.mcdonalds.co.jp/map/13671,CmRaAAAAkz6WTpShE-xmRbSiOKXyk99Ip7CmSPKZc4DIc4JBeHZBt1AzEWGsGWYE0iY1i4XlLibBTo2D4O9w6YEyEoWr023PTVJpMGrARjRYR-tRYVcMjUn_az0977eaE2hnveM7EhAN34hNiB5ck3i-3f3vt_-bGhRqbAvhsa3ATkDBgIW9Q75wVQi7Zg,"[u'restaurant', u'food', u'point_of_interest', u'establishment']",Toei.Ouginichoume.194.1
ChIJL8dbO_aJGGARUZHAsC0Fd2Q,35.627556,139.7725376,LONGBOARD CAF?,2.8,+81 3-3599-5300,5,Parettotaummae,1,"[u'Monday: 11:00 AM \u2013 9:00 PM', u'Tuesday: 11:00 AM \u2013 9:00 PM', u'Wednesday: 11:00 AM \u2013 9:00 PM', u'Thursday: 11:00 AM \u2013 9:00 PM', u'Friday: 11:00 AM \u2013 9:00 PM', u'Saturday: 11:00 AM \u2013 9:00 PM', u'Sunday: 11:00 AM \u2013 9:00 PM']",http://www.joymark-design.co.jp/cafe.html,CmRaAAAA-0YOU-LP8KL-tRNPEnB8xPg9TzIG7Nha6ZyNQgXfIn86cf7qCZqUxYk5koXuSSjjB9a4Voe2KpkSCztmtGdRaTn95eLYugEGEtZPYInh0L4jxb4rrefv_OT9g6SKwaHZEhBXi6Iv7OOeJUrPv4HwJ9XVGhTGipppD8F7S6gyq9zc15NiPOMqvg,"[u'restaurant', u'food', u'point_of_interest', u'establishment']",Toei.Parettotaummae.2387.1
ChIJL8dbO_aJGGARoYTm3XfMMEM,35.6281282,139.7745824,Sony ExploraScience,3.9,+81 3-5531-2186,5,Parettotaummae,,"[u'Monday: 11:00 AM \u2013 7:00 PM', u'Tuesday: Closed', u'Wednesday: 11:00 AM \u2013 7:00 PM', u'Thursday: 11:00 AM \u2013 7:00 PM', u'Friday: 11:00 AM \u2013 7:00 PM', u'Saturday: 11:00 AM \u2013 7:00 PM', u'Sunday: 11:00 AM \u2013 7:00 PM']",http://www.sonyexplorascience.jp/,CmRaAAAAp4uGykLCB1tWhRCdIKN0zMwMcgoq3SrxKReTbCqMyIbQzpQacR6a-4KQoPHiKCDQrxH_TgQ2IKc6oFzxeKIMJFSgRQ6PrMJ87KmXI3ntF5AwuMt2cVMOmerEkEQ-p0WaEhBo_pLgFTLPAibJvtCPkQdsGhTZN9LLVrfl73KYcPCJLCgza_gaNA,"[u'museum', u'point_of_interest', u'establishment']",Toei.Parettotaummae.2387.1
ChIJL8dbO_aJGGARtd4EYwcFDv0,35.628493,139.774273,Eggs 'n Things ODAIBA All Day Breakfast,4,+81 3-6457-1478,5,Parettotaummae,2,"[u'Monday: 9:00 AM \u2013 11:00 PM', u'Tuesday: 9:00 AM \u2013 11:00 PM', u'Wednesday: 9:00 AM \u2013 11:00 PM', u'Thursday: 9:00 AM \u2013 11:00 PM', u'Friday: 9:00 AM \u2013 11:00 PM', u'Saturday: 9:00 AM \u2013 11:00 PM', u'Sunday: 9:00 AM \u2013 11:00 PM']",http://www.eggsnthingsjapan.com/store/odaiba.html,CmRaAAAAB49pL1FXGS9Q38s4SVtTCJbVrb3pZmCyCMjNqoiDObQOt32tWVRss4Xzg2FgOaxb34jz6Uw8m-a6Xy1a9ICaoAW2u16hbD538TmgJ4NDsiZjOJllmdWQ2-RjCPZGAQKoEhAIZhma_1ussZkDfLpeL0C1GhTi3uJrD6E_DHFxOiiGDuAOD5kazQ,"[u'restaurant', u'food', u'point_of_interest', u'establishment']",Toei.Parettotaummae.2387.1
ChIJL8dbO_aJGGAR3qmMDtvjR3s,35.627819,139.773568,KING OF THE PIRATES,2.7,+81 3-3599-1225,5,Parettotaummae,2,"[u'Monday: 11:00 AM \u2013 3:30 PM, 5:00 \u2013 10:30 PM', u'Tuesday: 11:00 AM \u2013 3:30 PM, 5:00 \u2013 10:30 PM', u'Wednesday: 11:00 AM \u2013 3:30 PM, 5:00 \u2013 10:30 PM', u'Thursday: 11:00 AM \u2013 3:30 PM, 5:00 \u2013 10:30 PM', u'Friday: 11:00 AM \u2013 3:30 PM, 5:00 \u2013 10:30 PM', u'Saturday: 11:00 AM \u2013 2:30 PM, 4:00 \u2013 10:30 PM', u'Sunday: 11:00 AM \u2013 2:30 PM, 4:00 \u2013 10:30 PM']",http://diamond-dining-shops.jp/kingofthepirates/daiba,CmRaAAAAtM7se6wFi_Rp66YIDwCSuzXSuG7twfOXmKAcwosVhHEiAe_L2eRPO8rI1j76JUQmMmr-9cYJ3_lLRuTdOH9IcZFHjRQhyIiCQj5_sGQXh701AyaQ8EHWlMaAnVngupMiEhATGsCHqvnr-TrRiq0u8eJ_GhTnEcfpXzo9HY3UiF42DKfTEqM4sA,"[u'restaurant', u'food', u'point_of_interest', u'establishment']",Toei.Parettotaummae.2387.1
ChIJO879M_qJGGAR4WgDyw9ZuvQ,35.6248094,139.7789241,History Garage,4.5,+81 3-3599-0808,5,Parettotaummae,,"[u'Monday: 11:00 AM \u2013 9:00 PM', u'Tuesday: 11:00 AM \u2013 9:00 PM', u'Wednesday: 11:00 AM \u2013 9:00 PM', u'Thursday: 11:00 AM \u2013 9:00 PM', u'Friday: 11:00 AM \u2013 9:00 PM', u'Saturday: 11:00 AM \u2013 9:00 PM', u'Sunday: 11:00 AM \u2013 9:00 PM']",http://www.megaweb.gr.jp/,CmRaAAAAOLVK8yw6prz-U0XSv6uc8SD4ap5kPDTYYhnZxLlS76Tcq65BMLeVOmD6J-0b7M1sqChJurYdYaFyFJTKf8r_E37DoNuuZUkdKiOqGsIlyYGisdrQFP41ccoPgFCuzQWpEhCSGFP5cNuk7cinUde9HJXkGhQ7KANTsK_2M30SlSwalgVEgaH4yQ,"[u'museum', u'point_of_interest', u'establishment']",Toei.Parettotaummae.2387.1
ChIJoSCqaR2KGGARkZurrVrmgWk,35.625364,139.772057,GALLERY21,3,+81 3-5500-6711,3,Parettotaummae,,"[u'Monday: Closed', u'Tuesday: 11:00 AM \u2013 6:00 PM', u'Wednesday: 11:00 AM \u2013 6:00 PM', u'Thursday: 11:00 AM \u2013 6:00 PM', u'Friday: 11:00 AM \u2013 6:00 PM', u'Saturday: 11:00 AM \u2013 6:00 PM', u'Sunday: 11:00 AM \u2013 6:00 PM']",http://www.gallery21-daiba.com/,CmRaAAAAm6sXPd_WsRwYeBcSNxiCiFDDkkXEBWaKUk_ccy-Cw6S7FwCYUVAJIZkXza67LBprxwLkDNR-DmziPN_x8QWojSANzozAL7xziDNs-3xBoqc-QS5DA0_cM1rSiYJR6zGVEhCsvagimhwXR9FRYrXNCOsLGhQbmKH8L0GbVVPI-wmHQMEIuarCxQ,"[u'art_gallery', u'point_of_interest', u'establishment']",Toei.Parettotaummae.2387.1
ChIJnSSZ__qJGGARqAtRDo8po90,35.6251705,139.7803928,スターバックスコーヒー ヴィーナスフォートグランド店,4.1,+81 3-3599-1675,5,Parettotaummae,1,"[u'Monday: 11:00 AM \u2013 9:00 PM', u'Tuesday: 11:00 AM \u2013 9:00 PM', u'Wednesday: 11:00 AM \u2013 9:00 PM', u'Thursday: 11:00 AM \u2013 9:00 PM', u'Friday: 11:00 AM \u2013 9:00 PM', u'Saturday: 11:00 AM \u2013 10:00 PM', u'Sunday: 11:00 AM \u2013 10:00 PM']",http://www.starbucks.co.jp/store/search/detail.php?id=1016,CmRaAAAASFQhWBOus_iM3Ptcq6DZ0P89yekdVtuteiabUIc0LIh7PbCePQB98-BPW1BZlBYW0NR7QlY8yvBRolhmOtjb7FgiR07zKAj6FnzrPbF8wyP8-sihQK5VzI2wqHg_Mc6WEhCbr0JI8pikW6asKGNBwrDsGhSA9RClr6vKvz-ME9eqjdrlOeHLUw,"[u'cafe', u'store', u'food', u'point_of_interest', u'establishment']",Toei.Parettotaummae.2387.1
ChIJx5hUh_OJGGART6Fognv9_Mk,35.6330836,139.7779994,Odaiba Rainbow Park,4.2,+81 80-4053-1033,5,Parettotaummae,,"[u'Monday: Open 24 hours', u'Tuesday: Open 24 hours', u'Wednesday: Open 24 hours', u'Thursday: Open 24 hours', u'Friday: Open 24 hours', u'Saturday: Open 24 hours', u'Sunday: Open 24 hours']",http://www.konanryokusui-odaibapark.com/odaibapark/,CmRaAAAAD8wcCRixNXwHoERO50oPyWY43RV0fNRcSzcDHb0ZKBZos_6FtuVlyyQ3QKNeKSF8E77VBu7WHJ-c14As0RVc3jetFpW0-OTS-tOrMCpa8i1o3TzeipVipAq31v2tB1pHEhB8KhJ3oJ8-tv9Lp89CIfGcGhQNGNMJIgbgGposf9T0IIrb_hOZDQ,"[u'park', u'point_of_interest', u'establishment']",Toei.Parettotaummae.2387.1
ChIJxyBeEAKKGGAR6bUneD0M3gI,35.6202507,139.772228,Museum of Maritime Science,3.5,+81 3-5500-1111,5,Parettotaummae,,"[u'Monday: Closed', u'Tuesday: 10:00 AM \u2013 5:00 PM', u'Wednesday: 10:00 AM \u2013 5:00 PM', u'Thursday: 10:00 AM \u2013 5:00 PM', u'Friday: 10:00 AM \u2013 5:00 PM', u'Saturday: 10:00 AM \u2013 5:00 PM', u'Sunday: 10:00 AM \u2013 5:00 PM']",http://www.funenokagakukan.or.jp/,CmRaAAAAvEfWcfFnTVTHyiV21s6TVjgJI55O_mj3j3MR-h3uNVAZz7WrftY4pe-DNxXgBDOom5YDrej872EwcncBRW8iLusVp7Dn-V1vr8txgX8uz8iZXw2AOA8vnwSQiU16mUXKEhA6g-kS5AqeLBbnEmGHwpUoGhS3WmTR3gWNNwJQgy1X19VsUx4ukg,"[u'museum', u'point_of_interest', u'establishment']",Toei.Parettotaummae.2387.1
ChIJVXii7faJGGART2N9vqS303A,35.6294942,139.776266,お化け屋敷「台場怪奇学校」,4,+81 3-3599-1664,5,Parettotaummae,,"[u'Monday: 11:00 AM \u2013 9:00 PM', u'Tuesday: 11:00 AM \u2013 9:00 PM', u'Wednesday: 11:00 AM \u2013 9:00 PM', u'Thursday: 11:00 AM \u2013 9:00 PM', u'Friday: 11:00 AM \u2013 9:00 PM', u'Saturday: 11:00 AM \u2013 9:00 PM', u'Sunday: 11:00 AM \u2013 9:00 PM']",http://obakeland.net/,CmRaAAAAEvfh1gecK_uji2sYjSc23q9TKZxy46oYq-UWINsZTdHXVeEXr_QD_WNzh9EFMic5ItO6-iGA9Y3-SGzCDVpmjiQCuIO8hLhmpP5ESG1alOGUdEjzE-tXe3QVPIyArtXDEhAyD_X1ixdQnGb54k5Nf37tGhS5XNMYeIoYXattVJCDp4OnQ_Scdg,"[u'amusement_park', u'point_of_interest', u'establishment']",Toei.Parettotaummae.2387.1
